name,website,phone,address_1,city,state,zip,has_in_state,has_out_state,has_full_service,has_moving_labor,has_packing_services,has_containers,has_agent,has_art_antiques,has_auto_transport,has_broker,has_carrier_broker,has_commercial_moves,has_corporate_reloc,has_govt,has_industrial_movers,has_dod_cert,has_pianos,has_safes,Number of Trucks,Warehouse Size,Business Type,In Business Since,Better Business Bureau,usdot_row,state_license_row,state_association_row
Authorized Movers Inc.,www.authorizedmovers.com,888-511-0018,12895 NE 14th St,North Miami,FL,33161,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,6,"","","","","","",Not Found
ASAP Moving and Delivery Service,,334-793-6683,206 North Lena St,Dothan,AL,36303,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Far North Moving  Storage Inc.,,907-452-4105,1427 Well St,Fairbanks,AK,99701,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
B  B Movers,www.bandbmovers.com,904-997-1844,8258 Warlin Dr N,Jacksonville,FL,32254,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
B  G Movers,,813-782-0014,34234 State Rd 54 W,Zephyrhills,FL,33543,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,"","","","","","",Not Found
Bay Moving Co Inc.,nowebsite.com,850-785-4607,1714 Frankford Ave,Panama City,FL,32405,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,"","","","","","",Not Found
Bayfront Relocations,bayfrontrelocations.mayflowermovingagent.com,941-355-6770,1590 East Ave N,Sarasota,FL,34237,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Bayside Moving  Storage,www.baysidemoving.com,813-931-4411,4719 N Thatcher Ave,Tampa,FL,33614,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Stevens Worldwide Van Lines
            ","","","","",Not Found
Beaches Moving  Storage,www.beachesmovingandstorage.com,904-241-2921,157-B Levy Rd,Atlantic Beach,FL,32233,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for National Van Lines
            ","","","","",Not Found
Beattie's Moving  Storage Inc.,www.stevensworldwide.com,321-504-3318,5155 Hwy 520 Ste B,Cocoa,FL,32926,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Stevens Worldwide Van Lines
            ","","","","",Not Found
C  C Movers/Bekins,,941-488-6854,105 Corporation Way,Venice,FL,34285,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",Not Found
Bekins of South Florida,www.bekins.com,954-776-2226,5300 N Powerline Rd,Fort Lauderdale,FL,33309,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,"","","
              Agent for Bekins Van Lines
            ","","","","",Not Found
Bernards Movers,www.cccargomovers.com,954-454-8838,313 W Ansin Blvd,Hallandale,FL,33009,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",MEMBER
Glacier State Moving  Storage Inc.,,907-451-0525,620 Old Richardson Hwy,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",MEMBER
Best Moving  Storage Allied Van Lines,bestmovingnstorage.com,239-592-6565,1025 Collier Center Way,Naples,FL,34110,true,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Black Lion Enterprises,,727-535-5466,PO Box 40401,St. Petersburg,FL,33743,true,false,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,"","","
              Agent for Arpin Van Lines
            ","","","","",Not Found
Bohren's Moving  Storage. Inc.,www.bohrensmoving.com,772-600-3600,"1111 SE Federal Hwy, Ste 214",Stuart,FL,34994,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Bohren's Moving  Storage. Inc.,www.bohrensmoving.com,561-686-1200,2951 Electronics Way,West Palm Beach,FL,33407,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Bonded Transportation,www.bondedallied.com,850-438-4694,301 South Myrick Street,Pensacola,FL,32505,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Allied Van Lines
            ","","","","",Not Found
Brand Transfer  Storage Co Inc.,www.brandtransfer.com,321-632-5020,1731 Cogswell St,Rockledge,FL,32955,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Brett Allen Moving Company,brettallenmovers.com,727-736-6683,1334 Spalding Rd,Dunedin,FL,34698,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Brian's Movers Inc.,briansmovers.net,954-791-4677,5201 NW 37 Ave,Tamarac,FL,33309,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Brit's Moving,southflorida.britsmoving.com,954-776-5034,4840 NE 12TH AVE.,Fort Lauderdale,FL,33334,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,5,"","","","","","",Not Found
Broward County Moving  Storage Movers Inc.,www.browardcountymoving.net,954-423-9292,13993 SW 42nd St,Davie,FL,33317,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Golden North Van Lines,www.goldennorthvanlines.com,907-349-3511,940 Raspberry Rd,Anchorage,AK,99518,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true,false,false,31,"","","","","","",MEMBER
Brown Moving  Storage Inc.,www.brownmoving.com,561-686-7400,1900 Old Okeechobee Rd,West Palm Beach,FL,33406,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",MEMBER
Brown Van Lines Inc.,brownmovers.com,321-956-7715,1391 Whitman Dr,West Melbourne,FL,32904,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,2,"","","","","","",Not Found
Browning Moving  Storage,www.browningmoving.com,863-683-6494,3725 N Frontage Rd,Lakeland,FL,33810,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",MEMBER
Browning Moving  Storage Inc.,www.browningmoving.com,850-576-1231,3965 W Pensacola St,Tallahassee,FL,32303,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Rhino Moving Inc.,www.rhinomoving.net,855-377-4466,4100 N Powerline Road,Pompano Beach,FL,33073,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",Not Found
C  F Movers Inc.,www.cfmovers.com,941-766-1617,3195 Commerce Pkwy,North Port,FL,34289,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,3,"","","","","","",Not Found
Campbell Moving and Storage Inc.,www.atlasvanlines.com,850-243-6125,34 Industrial St,Fort Walton Beach,FL,32548,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
Careful Moves LLC,www.carefulmoves.com,941-320-0437,375 Herons Run Dr Apt# 926,Sarasota,FL,34243,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
Caribbean Sun Movers Inc.,www.caribbeansunmovers.com,407-240-3530,1221 Pine Ave,Orlando,FL,32809,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
Central Florida Movers,www.centralflmovers.com,407-814-8035,421 Bison Circle,Apopka,FL,32712,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,4,"","","","","","",Not Found
H  S Warehouse Inc.,handswarehouse.com,907-452-1286,1426 Well St,Fairbanks,AK,99701,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,"","","
              Agent for North American Van Lines
            ","","","","",MEMBER
Chase Moving and Service,,904-260-8889,1374 Wentworth Ave,Saint Johns,FL,32259,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,1,"","","","","","",Not Found
Ciolfi Van Service Inc.,nowebsite.com,850-456-2771,3720 Navy Blvd,Pensacola,FL,32506,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,"","","","","","",Not Found
City Transfer  Storage Inc.,www.no-website.com,850-433-4110,301 S Myrick St Rear,Pensacola,FL,32514,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,12,"","","","","","",Not Found
"Clover Systems, Inc.",www.clovergroup.com,305-436-8032,1910 NW 97th Ave,Miami,FL,33172,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,"","","","","","",Not Found
Coast To Coast Moving and Storage,www.coasttocoastmovingandstorage.com,813-416-9069,121 US Hwy 1,Key West,FL,33040,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Wheaton World Wide Moving
            ","","","","",Not Found
Coastal Moving  Storage Inc.,mycoastalmoving.com,850-433-8308,4321 N West St,Pensacola,FL,32505,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Coastal Van Lines Inc.,www.coastalvanlines.com,772-569-6683,1622 91st Ct,Vero Beach,FL,32966,true,true,true,true,false,true,false,true,true,false,false,true,true,true,false,true,true,true,"","","",1981,"","","",MEMBER
Cocos International Movers Inc./ Mishi International Inc.,www.cocomovers.com,305-599-1516,11450 NW 34 St,Miami,FL,33178,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,"","","","","","",Not Found
Community Moving  Storage Inc.,communitymover.com,863-683-6976,3725 N Frontage Rd,Lakeland,FL,33810,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Mayflower
            ","","","","",Not Found
Compass Moving  Storage,www.compassmovingmiami.com,305-688-2511,4499 E 10th Ct,Hialeah,FL,33014,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,6,"","","","","","",Not Found
Kodiak Transfer,www.kodiaktransfer.com,907-487-2198,5152 Tom Stiles Rd,Kodiak,AK,99615,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,7,"","","","","","",Not Found
Confianca Moving and Storage,confiancamoving.com,310-784-1267,11700 NW 102nd Rd Ste 16,Medley,FL,33166,true,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,14,"","","","","","",Not Found
Cook Sarasota Moving Systems Inc.,www.cookmoving.com,941-755-2631,4505 30th St  W,Bradenton,FL,34207,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Cook Tampa Bay Moving Systems Inc.,www.cookmoving.com,813-885-6771,5115 W Clifton St,Tampa,FL,33634,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for United Van Lines
            ","","","","",Not Found
Cousins USA Moving  Storage Inc.,cousinsusa.com,954-792-6650,3551 NW 15th St,Fort Lauderdale,FL,33311,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,0,"","","","","","",MEMBER
Curry Moving  Storage Inc.,www.currymovingandstorage.com,941-625-4191,23152 Harbor View Rd,Port Charlotte,FL,33980,true,true,true,false,false,true,false,false,false,false,false,true,true,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",Not Found
D Moving Company,www.dmovingcompany.com,407-832-7450,904 Russell Ct,Ocoee,FL,34761,true,false,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,1,"","","","","","",Not Found
Daniel Moving Systems Inc.,danielmovingsystemsmiami.com,305-635-3008,5600 NW 32 Ave,Miami,FL,33169,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,"","","
              Agent for Atlas Van Lines
            ","","","","",MEMBER
Davi  Valenti Movers,davivalenti.com,941-727-1459,6470 Parkland Drive,Sarasota,FL,34243,true,false,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,0,"","","","","","",MEMBER
De La Portilla Moving Inc.,,305-951-9916,11279 SW 33Rd St,Miami,FL,33178,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,"","","","","","",Not Found
